usaf,wban,datetime,latitude,longitude,elevation,windAngle,windSpeed,temperature,seaLvlPressure,cloudCoverage,presentWeatherIndicator,pastWeatherIndicator,precipTime,precipDepth,snowDepth,stationName,countryOrRegion,p_k,year,day,version
999999,53877,2008-01-11T23:50:00.0000000,35.495,-82.614,656,,,5.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,11,1
999999,53878,2008-01-07T15:10:00.0000000,35.419,-82.557,641,,,6.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,7,1
999999,53877,2008-01-20T04:55:00.0000000,35.495,-82.614,656,,,-2.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,20,1
999999,53877,2008-01-15T16:20:00.0000000,35.495,-82.614,656,,,-0.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53877,2008-01-01T23:20:00.0000000,35.495,-82.614,656,,,-0.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,1,1
999999,53877,2008-01-29T00:40:00.0000000,35.495,-82.614,656,,,6.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,29,1
999999,53878,2008-01-12T07:55:00.0000000,35.419,-82.557,641,,,2.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,12,1
999999,53877,2008-01-08T22:20:00.0000000,35.495,-82.614,656,,,14.8,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,8,1
999999,53877,2008-01-06T14:55:00.0000000,35.495,-82.614,656,,,5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,6,1
999999,53878,2008-01-15T09:35:00.0000000,35.419,-82.557,641,,,-2.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,15,1
999999,53877,2008-01-30T09:05:00.0000000,35.495,-82.614,656,,,5.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,30,1
999999,53878,2008-01-18T19:00:00.0000000,35.419,-82.557,641,,1.4,8.6,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,18,1
999999,53877,2008-01-26T17:15:00.0000000,35.495,-82.614,656,,,4.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,26,1
999999,53877,2008-01-15T02:10:00.0000000,35.495,-82.614,656,,,-3.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53878,2008-01-23T20:00:00.0000000,35.419,-82.557,641,,1.9,8.6,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,23,1
999999,53878,2008-01-31T11:40:00.0000000,35.419,-82.557,641,,,-5.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,31,1
999999,53877,2008-01-15T07:35:00.0000000,35.495,-82.614,656,,,-7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53878,2008-01-21T13:00:00.0000000,35.419,-82.557,641,,0.3,-13.3,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53878,2008-01-30T11:50:00.0000000,35.419,-82.557,641,,,-1.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,30,1
999999,53878,2008-01-22T12:50:00.0000000,35.419,-82.557,641,,,0.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-31T21:10:00.0000000,35.419,-82.557,641,,,4.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,31,1
999999,53877,2008-01-17T23:05:00.0000000,35.495,-82.614,656,,,1.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,17,1
999999,53878,2008-01-08T23:25:00.0000000,35.419,-82.557,641,,,13.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,8,1
999999,53877,2008-01-19T18:50:00.0000000,35.495,-82.614,656,,,-1.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,19,1
999999,53878,2008-01-08T04:15:00.0000000,35.419,-82.557,641,,,12.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,8,1
999999,53878,2008-01-21T03:30:00.0000000,35.419,-82.557,641,,,-9.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53878,2008-01-04T16:05:00.0000000,35.419,-82.557,641,,,-1.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,4,1
999999,53878,2008-01-09T18:30:00.0000000,35.419,-82.557,641,,,14.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,9,1
999999,53878,2008-01-13T23:20:00.0000000,35.419,-82.557,641,,,4.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,13,1
999999,53878,2008-01-12T21:05:00.0000000,35.419,-82.557,641,,,11,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,12,1
999999,53877,2008-01-24T02:25:00.0000000,35.495,-82.614,656,,,-2.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,24,1
999999,53878,2008-01-14T02:10:00.0000000,35.419,-82.557,641,,,0,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,14,1
999999,53877,2008-01-02T17:40:00.0000000,35.495,-82.614,656,,,-6.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,2,1
999999,53877,2008-01-11T11:50:00.0000000,35.495,-82.614,656,,,11.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,11,1
999999,53878,2008-01-22T06:30:00.0000000,35.419,-82.557,641,,,-2.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-26T05:00:00.0000000,35.419,-82.557,641,,2,-0.5,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,26,1
999999,53878,2008-01-16T00:10:00.0000000,35.419,-82.557,641,,,-1.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,16,1
999999,53878,2008-01-22T15:35:00.0000000,35.419,-82.557,641,,,1.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53877,2008-01-17T08:50:00.0000000,35.495,-82.614,656,,,-2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,17,1
999999,53878,2008-01-22T18:55:00.0000000,35.419,-82.557,641,,,7.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-29T01:15:00.0000000,35.419,-82.557,641,,,8.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,29,1
999999,53877,2008-01-10T09:45:00.0000000,35.495,-82.614,656,,,5.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,10,1
999999,53877,2008-01-24T03:15:00.0000000,35.495,-82.614,656,,,-2.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,24,1
999999,53878,2008-01-21T17:35:00.0000000,35.419,-82.557,641,,,-1.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53877,2008-01-12T22:45:00.0000000,35.495,-82.614,656,,,8.1,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,12,1
999999,53877,2008-01-23T22:35:00.0000000,35.495,-82.614,656,,,5.1,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,23,1
999999,53877,2008-01-03T07:15:00.0000000,35.495,-82.614,656,,,-10.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,3,1
999999,53878,2008-01-01T12:10:00.0000000,35.419,-82.557,641,,,3.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,1,1
999999,53877,2008-01-09T16:35:00.0000000,35.495,-82.614,656,,,11.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,9,1
999999,53877,2008-01-07T14:00:00.0000000,35.495,-82.614,656,,0.1,-0.3,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,7,1
999999,53878,2008-01-22T07:45:00.0000000,35.419,-82.557,641,,,-2.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-13T00:35:00.0000000,35.419,-82.557,641,,,6.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,13,1
999999,53877,2008-01-19T12:10:00.0000000,35.495,-82.614,656,,,0.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,19,1
999999,53878,2008-01-14T21:05:00.0000000,35.419,-82.557,641,,,6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,14,1
999999,53878,2008-01-31T05:50:00.0000000,35.419,-82.557,641,,,-4.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,31,1
999999,53878,2008-01-29T21:50:00.0000000,35.419,-82.557,641,,,12.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,29,1
999999,53878,2008-01-06T12:50:00.0000000,35.419,-82.557,641,,,0.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,6,1
999999,53877,2008-01-03T05:00:00.0000000,35.495,-82.614,656,,1,-9.9,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,3,1
999999,53877,2008-01-26T06:50:00.0000000,35.495,-82.614,656,,,-0.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,26,1
999999,53878,2008-01-12T09:40:00.0000000,35.419,-82.557,641,,,2.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,12,1
999999,53877,2008-01-26T02:30:00.0000000,35.495,-82.614,656,,,-0.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,26,1
999999,53877,2008-01-08T14:45:00.0000000,35.495,-82.614,656,,,14.1,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,8,1
999999,53877,2008-01-15T02:15:00.0000000,35.495,-82.614,656,,,-3.2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53877,2008-01-01T20:05:00.0000000,35.495,-82.614,656,,,3.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,1,1
999999,53878,2008-01-22T00:00:00.0000000,35.419,-82.557,641,,2.2,-2.7,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-24T19:45:00.0000000,35.419,-82.557,641,,,2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,24,1
999999,53878,2008-01-21T01:40:00.0000000,35.419,-82.557,641,,,-8.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53877,2008-01-21T04:25:00.0000000,35.495,-82.614,656,,,-12.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,21,1
999999,53877,2008-01-10T05:30:00.0000000,35.495,-82.614,656,,,-0.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,10,1
999999,53878,2008-01-15T12:05:00.0000000,35.419,-82.557,641,,,-3.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,15,1
999999,53877,2008-01-28T04:00:00.0000000,35.495,-82.614,656,,0.7,0.9,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,28,1
999999,53877,2008-01-26T02:35:00.0000000,35.495,-82.614,656,,,-0.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,26,1
999999,53878,2008-01-31T01:05:00.0000000,35.419,-82.557,641,,,-0.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,31,1
999999,53878,2008-01-04T09:30:00.0000000,35.419,-82.557,641,,,-10.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,4,1
999999,53877,2008-01-27T11:15:00.0000000,35.495,-82.614,656,,,-3.8,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,27,1
999999,53878,2008-01-25T06:45:00.0000000,35.419,-82.557,641,,,-9.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,25,1
999999,53878,2008-01-17T19:45:00.0000000,35.419,-82.557,641,,,1.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,17,1
999999,53878,2008-01-12T19:25:00.0000000,35.419,-82.557,641,,,10.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,12,1
999999,53878,2008-01-04T19:05:00.0000000,35.419,-82.557,641,,,5.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,4,1
999999,53878,2008-01-10T18:05:00.0000000,35.419,-82.557,641,,,7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,10,1
999999,53877,2008-01-07T00:50:00.0000000,35.495,-82.614,656,,,5.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,7,1
999999,53877,2008-01-21T01:25:00.0000000,35.495,-82.614,656,,,-9.8,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,21,1
999999,53877,2008-01-15T04:30:00.0000000,35.495,-82.614,656,,,-4.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53878,2008-01-10T08:05:00.0000000,35.419,-82.557,641,,,4.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,10,1
999999,53878,2008-01-19T22:35:00.0000000,35.419,-82.557,641,,,-1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,19,1
999999,53877,2008-01-05T01:00:00.0000000,35.495,-82.614,656,,0.3,-3.1,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,5,1
999999,53878,2008-01-09T02:05:00.0000000,35.419,-82.557,641,,,12.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,9,1
999999,53877,2008-01-06T19:45:00.0000000,35.495,-82.614,656,,,16,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,6,1
999999,53877,2008-01-22T07:40:00.0000000,35.495,-82.614,656,,,-2.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,22,1
999999,53877,2008-01-14T21:35:00.0000000,35.495,-82.614,656,,,4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,14,1
999999,53877,2008-01-27T13:35:00.0000000,35.495,-82.614,656,,,-1.1,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,27,1
999999,53877,2008-01-14T15:45:00.0000000,35.495,-82.614,656,,,0.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,14,1
999999,53877,2008-01-30T03:00:00.0000000,35.495,-82.614,656,,1.6,9.8,,,,,1,18,,ASHEVILLE 8 SSW,US,999999-53877,2008,30,1
999999,53878,2008-01-20T12:05:00.0000000,35.419,-82.557,641,,,-10.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,20,1
999999,53877,2008-01-22T21:10:00.0000000,35.495,-82.614,656,,,7.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,22,1
999999,53877,2008-01-12T03:15:00.0000000,35.495,-82.614,656,,,1.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,12,1
999999,53877,2008-01-29T12:45:00.0000000,35.495,-82.614,656,,,1.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,29,1
999999,53878,2008-01-28T14:30:00.0000000,35.419,-82.557,641,,,2.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,28,1
999999,53878,2008-01-20T14:10:00.0000000,35.419,-82.557,641,,,-10.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,20,1
999999,53877,2008-01-02T14:20:00.0000000,35.495,-82.614,656,,,-9.1,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,2,1
999999,53878,2008-01-05T17:25:00.0000000,35.419,-82.557,641,,,8.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,5,1
999999,53877,2008-01-21T07:50:00.0000000,35.495,-82.614,656,,,-14.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,21,1
999999,53877,2008-01-12T08:15:00.0000000,35.495,-82.614,656,,,-2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,12,1
999999,53878,2008-01-10T23:05:00.0000000,35.419,-82.557,641,,,6.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,10,1
999999,53877,2008-01-28T10:00:00.0000000,35.495,-82.614,656,,0.4,-4.6,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,28,1
999999,53878,2008-01-04T03:40:00.0000000,35.419,-82.557,641,,,-8.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,4,1
999999,53878,2008-01-15T08:35:00.0000000,35.419,-82.557,641,,,-4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,15,1
999999,53877,2008-01-08T09:50:00.0000000,35.495,-82.614,656,,,11.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,8,1
999999,53878,2008-01-24T04:59:00.0000000,35.419,-82.557,641,,,,,,,,24,0,,ASHEVILLE 13 S,US,999999-53878,2008,24,1
999999,53878,2008-01-08T23:50:00.0000000,35.419,-82.557,641,,,13.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,8,1
999999,53877,2008-01-09T19:45:00.0000000,35.495,-82.614,656,,,15.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,9,1
999999,53877,2008-01-27T02:00:00.0000000,35.495,-82.614,656,,0.5,-0.6,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,27,1
999999,53878,2008-01-20T02:40:00.0000000,35.419,-82.557,641,,,-1.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,20,1
999999,53878,2008-01-10T12:35:00.0000000,35.419,-82.557,641,,,7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,10,1
999999,53878,2008-01-02T17:20:00.0000000,35.419,-82.557,641,,,-6.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,2,1
999999,53878,2008-01-24T19:05:00.0000000,35.419,-82.557,641,,,2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,24,1
999999,53877,2008-01-25T22:15:00.0000000,35.495,-82.614,656,,,2.2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,25,1
999999,53877,2008-01-06T12:30:00.0000000,35.495,-82.614,656,,,0.2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,6,1
999999,53877,2008-01-23T16:15:00.0000000,35.495,-82.614,656,,,4.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,23,1
999999,53878,2008-01-12T13:40:00.0000000,35.419,-82.557,641,,,-1.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,12,1
999999,53877,2008-01-24T06:50:00.0000000,35.495,-82.614,656,,,-4.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,24,1
999999,53878,2008-01-14T17:40:00.0000000,35.419,-82.557,641,,,2.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,14,1
999999,53878,2008-01-27T22:15:00.0000000,35.419,-82.557,641,,,5.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,27,1
999999,53877,2008-01-18T05:30:00.0000000,35.495,-82.614,656,,,1.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,18,1
999999,53878,2008-01-22T13:30:00.0000000,35.419,-82.557,641,,,1.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53877,2008-01-02T01:35:00.0000000,35.495,-82.614,656,,,-2.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,2,1
999999,53877,2008-01-09T19:00:00.0000000,35.495,-82.614,656,,1.2,15.2,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,9,1
999999,53878,2008-01-29T20:00:00.0000000,35.419,-82.557,641,,5.1,14.5,,,,,1,0,,ASHEVILLE 13 S,US,999999-53878,2008,29,1
999999,53878,2008-01-24T11:05:00.0000000,35.419,-82.557,641,,,-0.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,24,1
999999,53877,2008-01-20T03:05:00.0000000,35.495,-82.614,656,,,-1.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,20,1
999999,53877,2008-01-13T02:10:00.0000000,35.495,-82.614,656,,,0.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,13,1
999999,53877,2008-01-14T04:50:00.0000000,35.495,-82.614,656,,,-2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,14,1
999999,53877,2008-01-27T23:05:00.0000000,35.495,-82.614,656,,,3.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,27,1
999999,53877,2008-01-28T08:00:00.0000000,35.495,-82.614,656,,0.7,-2.9,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,28,1
999999,53878,2008-01-05T10:55:00.0000000,35.419,-82.557,641,,,-4.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,5,1
999999,53877,2008-01-01T12:40:00.0000000,35.495,-82.614,656,,,2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,1,1
999999,53878,2008-01-05T13:05:00.0000000,35.419,-82.557,641,,,-4.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,5,1
999999,53878,2008-01-22T21:55:00.0000000,35.419,-82.557,641,,,7.5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-16T23:10:00.0000000,35.419,-82.557,641,,,1.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,16,1
999999,53878,2008-01-30T06:50:00.0000000,35.419,-82.557,641,,,9.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,30,1
999999,53878,2008-01-31T13:35:00.0000000,35.419,-82.557,641,,,-3.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,31,1
999999,53877,2008-01-15T18:00:00.0000000,35.495,-82.614,656,,1.7,1.1,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,15,1
999999,53877,2008-01-01T20:50:00.0000000,35.495,-82.614,656,,,2.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,1,1
999999,53878,2008-01-08T18:25:00.0000000,35.419,-82.557,641,,,15.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,8,1
999999,53877,2008-01-28T15:00:00.0000000,35.495,-82.614,656,,0.2,2.9,,,,,1,0,,ASHEVILLE 8 SSW,US,999999-53877,2008,28,1
999999,53878,2008-01-21T08:15:00.0000000,35.419,-82.557,641,,,-12.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53878,2008-01-27T11:30:00.0000000,35.419,-82.557,641,,,-0.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,27,1
999999,53878,2008-01-18T07:50:00.0000000,35.419,-82.557,641,,,2.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,18,1
999999,53878,2008-01-21T10:10:00.0000000,35.419,-82.557,641,,,-12.2,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53878,2008-01-18T14:40:00.0000000,35.419,-82.557,641,,,3.1,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,18,1
999999,53878,2008-01-29T10:45:00.0000000,35.419,-82.557,641,,,3.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,29,1
999999,53878,2008-01-08T18:40:00.0000000,35.419,-82.557,641,,,16.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,8,1
999999,53877,2008-01-13T01:45:00.0000000,35.495,-82.614,656,,,1.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,13,1
999999,53877,2008-01-16T02:45:00.0000000,35.495,-82.614,656,,,-6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,16,1
999999,53877,2008-01-17T11:35:00.0000000,35.495,-82.614,656,,,-0.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,17,1
999999,53877,2008-01-16T19:05:00.0000000,35.495,-82.614,656,,,4.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,16,1
999999,53878,2008-01-21T07:50:00.0000000,35.419,-82.557,641,,,-11.7,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53878,2008-01-06T07:10:00.0000000,35.419,-82.557,641,,,3.3,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,6,1
999999,53877,2008-01-23T19:35:00.0000000,35.495,-82.614,656,,,8.2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,23,1
999999,53877,2008-01-02T14:30:00.0000000,35.495,-82.614,656,,,-9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,2,1
999999,53877,2008-01-25T20:40:00.0000000,35.495,-82.614,656,,,4.4,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,25,1
999999,53877,2008-01-26T05:10:00.0000000,35.495,-82.614,656,,,-0.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,26,1
999999,53877,2008-01-28T02:10:00.0000000,35.495,-82.614,656,,,0.5,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,28,1
999999,53878,2008-01-20T12:55:00.0000000,35.419,-82.557,641,,,-11.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,20,1
999999,53877,2008-01-27T22:05:00.0000000,35.495,-82.614,656,,,5.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,27,1
999999,53877,2008-01-21T11:55:00.0000000,35.495,-82.614,656,,,-15.8,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,21,1
999999,53877,2008-01-10T11:35:00.0000000,35.495,-82.614,656,,,6.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,10,1
999999,53877,2008-01-10T07:40:00.0000000,35.495,-82.614,656,,,1.3,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,10,1
999999,53877,2008-01-09T02:15:00.0000000,35.495,-82.614,656,,,15,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,9,1
999999,53877,2008-01-07T11:50:00.0000000,35.495,-82.614,656,,,-1.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,7,1
999999,53877,2008-01-31T23:15:00.0000000,35.495,-82.614,656,,,3.9,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,31,1
999999,53877,2008-01-05T11:50:00.0000000,35.495,-82.614,656,,,-5.2,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,5,1
999999,53877,2008-01-29T18:25:00.0000000,35.495,-82.614,656,,,15.6,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,29,1
999999,53878,2008-01-07T12:05:00.0000000,35.419,-82.557,641,,,-0.6,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,7,1
999999,53878,2008-01-21T23:05:00.0000000,35.419,-82.557,641,,,-1.8,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,21,1
999999,53877,2008-01-05T04:05:00.0000000,35.495,-82.614,656,,,-4.7,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,5,1
999999,53878,2008-01-22T17:10:00.0000000,35.419,-82.557,641,,,4.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,22,1
999999,53878,2008-01-05T21:20:00.0000000,35.419,-82.557,641,,,9.4,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,5,1
999999,53878,2008-01-01T18:05:00.0000000,35.419,-82.557,641,,,5,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,1,1
999999,53877,2008-01-29T21:35:00.0000000,35.495,-82.614,656,,,12.8,,,,,,,,ASHEVILLE 8 SSW,US,999999-53877,2008,29,1
999999,53878,2008-01-24T00:10:00.0000000,35.419,-82.557,641,,,3.9,,,,,,,,ASHEVILLE 13 S,US,999999-53878,2008,24,1
